# OpenSignals Text File Format. Version 1					
"# {""00:07:80:65:E0:2A"": {""position"": 0, ""device"": ""biosignalsplux"", ""device name"": ""00:07:80:65:E0:2A"", ""device connection"": ""BTH00:07:80:65:E0:2A"", ""sampling rate"": 1000, ""resolution"": [16, 16, 16, 16], ""firmware version"": 775, ""comments"": """", ""keywords"": """", ""mode"": 2, ""sync interval"": 2, ""date"": ""2022-2-10"", ""time"": ""17:19:13.655"", ""channels"": [1, 2, 3, 4], ""sensor"": [""EMG"", ""EMG"", ""EDA"", ""ECG""], ""label"": [""CH1"", ""CH2"", ""CH3"", ""CH4""], ""column"": [""nSeq"", ""DI"", ""CH1"", ""CH2"", ""CH3"", ""CH4""], ""special"": [{""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}], ""digital IO"": [0, 1], ""sleeve color"": [""dark_blue"", ""red"", ""yellow"", ""red""], ""convertedValues"": 0}}"					
# EndOfHeader					
1	1	35233	33513	40959	33739
2	1	42276	25174	37708	29044
3	1	34743	43319	31649	36450
4	1	42488	25923	27447	35329
5	1	32998	39090	36177	33480
6	1	42658	40717	41248	33002
7	1	35650	28130	29842	38881
8	1	40098	41513	36390	32133
9	1	43017	40967	37349	34418
10	1	36198	38476	35460	33612
11	1	33591	28939	35028	26469
12	0	33952	38032	34899	39433
13	0	33534	31741	28097	43651
14	0	30070	35158	35958	38570
15	0	35316	43534	38801	34495
16	0	42714	39196	41169	27750
17	0	40453	37481	28615	28968
18	0	34055	34735	35988	29334
19	0	40013	43370	26802	29984
20	0	26091	39662	28080	26802
21	0	40890	28228	25877	34756
22	0	38690	28033	38259	38651
23	0	42628	28173	29112	26270
24	0	38503	43313	39834	25003
25	0	27329	28163	41700	42370
26	0	43218	26750	37419	32642
27	0	38008	37276	32671	33693
28	0	42739	30200	30512	41042
29	0	28844	37260	31317	37471
30	0	30731	43580	34584	36740
31	0	41466	40946	25812	35746
32	0	32598	32851	35205	39385
33	0	26526	41663	28600	43548
34	0	28243	32022	26076	35485
35	0	43931	30277	25979	30658
36	0	38204	28125	42767	29835
37	0	32999	38849	26823	36401
38	0	30817	41046	34625	29100
39	0	41201	38220	35394	43869
40	0	44561	25211	34026	26285
41	0	35127	33677	35978	34082
42	0	31258	41809	31328	32450
43	0	43584	28120	32945	44396
44	0	33068	28649	41970	30963
45	0	26787	27594	43625	25162
46	0	38506	37461	41973	30243
47	0	29205	29545	33730	33257
48	0	42416	44275	35214	44483
49	0	29229	44619	28669	42578
50	0	26250	39391	27282	31127
51	0	29327	42997	31127	31078
52	0	32760	44775	43672	35326
53	0	29036	35425	34330	37427
54	0	26558	42427	42553	32304
55	0	36750	43834	35073	40003
56	0	30595	42945	42314	33037
57	0	30615	30263	44813	41877
58	0	29694	39035	38528	27307
59	0	40819	30389	28086	35431
60	0	27271	26308	33186	44462
61	0	37846	28877	35315	28452
62	0	34361	26189	40587	42582
63	0	31555	40785	36816	28270
64	0	34512	33226	32434	36071
65	0	38729	32486	33746	33329
66	0	42078	38062	25652	31775
67	0	30026	35431	33537	25057
68	0	37689	43977	34224	36516
69	0	28787	36483	37124	28965
70	0	40558	35952	43375	38100
71	0	44730	42367	41078	44225
72	0	35309	25718	29112	26666
73	0	26153	26544	28712	41572
74	0	38006	43812	26597	37158
75	0	36935	40297	33267	31511
76	0	43238	26656	43120	25172
77	0	30328	39532	44952	25450
78	0	30146	30648	37476	26653
79	0	36872	33306	29091	28018
80	0	44506	36391	30071	40084
81	0	39093	33145	28457	30930
82	0	31090	25379	34135	43293
83	0	35938	42338	38223	44358
84	0	32959	44306	30919	43996
85	0	39623	29012	42252	29095
86	0	42122	25521	32552	30406
87	0	27140	26328	25195	25128
88	0	32343	44557	32866	28229
89	0	42253	34553	30482	40196
90	0	44546	36593	43562	33770
91	0	30585	35735	28759	31801
92	0	27327	40867	44250	29189
93	0	31028	27032	40164	26552
94	0	35365	42557	28210	41965
95	0	41943	34138	28407	42952
96	0	25315	28178	25102	27185
97	0	42624	39277	34494	35519
98	0	39113	28303	38369	32063
99	0	29413	33309	31303	33471
100	0	40466	36470	36795	36065
101	0	38523	32244	41196	26186
102	0	32444	32631	35992	35893
103	0	41346	31842	31914	43784
104	0	34910	42714	40956	44795
105	0	31332	25673	38969	31244
106	0	32640	31412	28482	42802
107	0	28505	36094	26341	31133
108	0	25702	26683	44927	29505
109	0	31947	27539	36691	29004
110	0	37921	39354	43807	33179
111	0	37188	25152	26876	40427
112	0	44501	32674	27834	33572
113	0	42867	41570	42376	39876
114	0	25522	42035	30462	31127
115	0	28838	28593	44684	32005
116	0	25609	27920	36937	38029
117	0	34014	36392	44673	44287
118	0	35058	27282	25257	38190
119	0	26541	38961	44972	41710
120	0	25903	27610	43433	28898
121	0	41632	36053	30466	32338
122	0	43529	39804	30706	36586
123	0	36942	27667	27422	26473
124	0	40507	29021	39966	38755
125	0	32042	39199	37975	33059
126	0	27378	40393	29984	41954
127	0	38339	26606	31671	42594
128	0	28766	32839	37691	25139
129	0	25845	36927	38661	26983
130	0	39483	25303	33728	26585
131	0	43904	32121	39201	34690
132	0	36894	34352	42499	40432
133	0	35361	34391	41655	26225
134	0	36216	44547	43428	35047
135	0	36938	28041	27192	43324
136	0	41369	28709	43458	29099
137	0	38973	43232	39818	29191
138	0	40602	28393	34803	38988
139	0	34731	33206	44119	28794
140	0	41333	41714	27662	30016
141	0	39954	32623	28085	41255
142	0	28106	37223	31503	34654
143	0	37783	41556	25843	42392
144	0	33824	37619	38240	44036
145	0	39509	42655	35158	30160
146	0	44184	44823	36046	26299
147	0	29854	41901	27777	34265
148	0	26109	32972	25987	33880
149	0	30458	44606	36800	34683
150	0	34090	39862	38104	39393
151	0	25852	30377	27173	36125
152	0	40396	30601	42640	38042
153	0	34110	42541	40260	27153
154	0	39563	36945	33230	32342
155	0	41365	39892	43539	42949
156	0	38382	39191	29764	32613
157	0	44529	35710	36631	44955
158	0	44227	37296	40411	29520
159	0	34472	38209	29459	43176
160	0	44064	28794	31953	41690
161	0	27323	44104	34978	35580
162	0	41902	32538	28448	37560
163	0	25011	34138	42531	41783
164	0	33091	32798	40289	41466
165	0	40594	26388	38159	26561
166	0	36547	26635	32862	41617
167	0	42316	38629	31808	34047
168	0	37805	33332	43019	29391
169	0	43097	35279	25518	43655
170	0	44109	27112	38781	33581
171	0	41577	41059	42724	26121
172	0	38987	30166	40411	44600
173	0	39472	44220	43516	36043
174	0	34996	41474	41932	30110
