# OpenSignals Text File Format. Version 1					
"# {""00:07:80:65:E0:2A"": {""position"": 0, ""device"": ""biosignalsplux"", ""device name"": ""00:07:80:65:E0:2A"", ""device connection"": ""BTH00:07:80:65:E0:2A"", ""sampling rate"": 1000, ""resolution"": [16, 16, 16, 16], ""firmware version"": 775, ""comments"": """", ""keywords"": """", ""mode"": 2, ""sync interval"": 2, ""date"": ""2022-2-10"", ""time"": ""17:19:13.655"", ""channels"": [1, 2, 3, 4], ""sensor"": [""EMG"", ""EMG"", ""EDA"", ""ECG""], ""label"": [""CH1"", ""CH2"", ""CH3"", ""CH4""], ""column"": [""nSeq"", ""DI"", ""CH1"", ""CH2"", ""CH3"", ""CH4""], ""special"": [{""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}, {""SpO2"": [80, 40, 5, 4, 3, 3]}], ""digital IO"": [0, 1], ""sleeve color"": [""dark_blue"", ""red"", ""yellow"", ""red""], ""convertedValues"": 0}}"					
# EndOfHeader					
1	1	36129	40866	26630	36660
2	1	35965	39364	30830	28131
3	1	37615	36852	31033	35385
4	1	31749	39525	43073	31836
5	1	33200	44675	29029	39392
6	1	44632	30694	25517	26116
7	1	38718	25646	44972	29068
8	1	39890	31204	41964	38429
9	1	25189	42756	36351	41080
10	1	40618	30104	36253	43477
11	1	32734	34282	38539	37456
12	0	38694	37946	42803	25551
13	0	39464	32051	44760	43518
14	0	28083	28362	25625	38035
15	0	25684	41555	33383	36309
16	0	42518	33840	29385	29779
17	0	30181	30470	43627	34344
18	0	27536	35577	35228	26272
19	0	44835	29304	42315	39897
20	0	38843	41895	32386	28678
21	0	42780	30804	38772	34752
22	0	42740	33817	39471	35980
23	0	25762	31313	41330	38163
24	0	27787	26316	44897	28773
25	0	38044	41511	35528	38619
26	0	42596	38675	41751	40189
27	0	27464	35147	44610	41628
28	0	31096	32553	38306	35056
29	0	34284	38177	42588	43575
30	0	37271	42120	34336	43459
31	0	40643	42293	38385	29361
32	0	41210	44888	27431	30591
33	0	37829	43965	43906	29387
34	0	41366	37379	44560	31885
35	0	25272	31990	40567	29862
36	0	39844	32338	36157	42035
37	0	38850	42548	26042	32235
38	0	39939	26755	30757	36490
39	0	36299	36973	41320	25077
40	0	42672	34698	40973	30127
41	0	36910	28694	41514	30022
42	0	36127	28225	37267	35874
43	0	26635	42568	26546	36345
44	0	29850	35718	28258	37573
45	0	31005	38686	40032	26403
46	0	38920	44062	28527	36112
47	0	36146	36708	37595	43196
48	0	38313	26137	42941	37420
49	0	39326	40578	34599	32025
50	0	28037	25573	25448	40802
51	0	33740	37175	26735	26466
52	0	30014	42891	41432	42113
53	0	31660	36018	28266	41123
54	0	31776	28093	39663	29284
55	0	33682	39021	43975	37762
56	0	34318	34974	33060	31296
57	0	27991	27572	43078	41354
58	0	44823	27510	36920	43122
59	0	36149	41998	38104	40347
60	0	44025	32996	30489	34400
61	0	44016	35457	27597	33725
62	0	44142	40464	25375	40558
63	0	36130	39865	35746	42676
64	0	34378	25491	44921	38783
65	0	40809	40496	37764	41303
66	0	26464	25371	29251	38671
67	0	41881	29972	39669	28498
68	0	26536	31733	25871	40158
69	0	37947	30276	40866	37273
70	0	29118	34311	27284	37192
71	0	34364	29577	39764	33507
72	0	41752	41461	40750	38457
73	0	41281	35815	29340	43553
74	0	37114	42175	38608	43952
75	0	26507	29711	29879	29465
76	0	28652	42623	27091	43462
77	0	26278	31339	25609	34791
78	0	39459	33334	31616	31113
79	0	32883	35918	35364	43139
80	0	41763	40813	35414	44886
81	0	43168	31603	36254	27758
82	0	34573	44463	34637	29240
83	0	32267	35475	38786	33666
84	0	35052	42174	32880	40732
85	0	31449	37069	44564	42814
86	0	25631	35709	25856	28658
87	0	42733	37338	27568	35050
88	0	29428	30093	36910	38607
89	0	31035	33090	32323	28877
90	0	43609	26933	33986	28868
91	0	31686	42214	33307	39365
92	0	38918	33728	38317	41029
